"","PC1","PC2","PC3","PC4","PC5","PC6"
"Cele-CC1-wo-GC-Rep1",-5.61751917578177,4.84805006355262,-1.58907334753232,2.4535444312885,-0.90407486503742,1.65371188964869e-14
"Cele-CC1-wo-GC-Rep2",-8.22760045383165,0.415589499296213,4.32665789098623,-0.81412139606987,0.527084831939619,1.81287276856956e-14
"Cele-CC1-wo-GC-Rep3",-7.20013412232996,-3.58565696416642,-3.36292354863278,-1.75737003182663,0.322555097560812,1.94323723778922e-14
"Cele-CC1-wo-FLT-Rep1",8.97845463777243,5.08639302493827,-0.464039837757407,-2.09144801606914,0.55537410062833,8.81586470491413e-15
"Cele-CC1-wo-FLT-Rep2",6.10199639904615,-3.52549368935306,0.920542275247785,0.223284047508071,-3.04658632544855,1.65666091955785e-14
"Cele-CC1-wo-FLT-Rep3",5.9648027151248,-3.23888193426762,0.168836567688489,1.98611096516906,2.54564716035721,1.4133659520521e-14
