ID,Name,1C vs 1A,2C vs 2A,3C vs 3A,1C vs 2C,2C vs 3C,1C vs 3C,1C,2C,3C,1A,2A,3A,1C,2C,3C,1A,2A,3A,1C,2C,3C,1A,2A,3A
49347,,0.173803547,0.149406206,0.432285295,2.402476065,0.410829678,0.987008468,113,137,166,326.5,231.5,189,63.5,65,111,265,143.5,122,0.545064378,0.226876091,0.552238806,3.136094675,1.518518519,1.277486911
49794,,10.15450644,N/A,N/A,3.688841202,0.530918353,1.958473495,90.5,92,123.5,64.5,55.5,64,42,28,37,3,-5,-1,0.360515021,0.097731239,0.184079602,0.035502959,N/A,N/A
49009,,N/A,N/A,18.43482587,3.797794317,0.285691153,1.084996239,109,112,157.5,64.5,55,68.5,61,39.5,97,-6.5,-11.5,2.5,0.52360515,0.137870855,0.482587065,N/A,N/A,0.02617801
49627,,121.8540773,N/A,N/A,3.82546495,0.545105277,2.085281131,130,123.5,143,62.5,66,61.5,84,54,69.5,0.5,-9,-4,0.721030043,0.188481675,0.345771144,0.00591716,N/A,N/A
49725,cel-miR-793,N/A,N/A,N/A,0.64058909,6.349982803,4.067729708,216.5,686.5,121.5,57,61.5,63.5,161.5,620,68.5,-2,-20.5,0,1.386266094,2.164048866,0.34079602,N/A,N/A,N/A
49027,,N/A,N/A,18.68822554,7.6509299,0.481586654,3.684585728,169,113.5,123,62.5,65,65,126,40.5,59,0,-7,1.5,1.081545064,0.141361257,0.293532338,N/A,N/A,0.015706806
49839,,N/A,N/A,N/A,2.815637246,0.479290861,1.3495092,88.5,106.5,109.5,55,54,59,39.5,34.5,50.5,-6,-2,-8.5,0.339055794,0.120418848,0.251243781,N/A,N/A,N/A
49205,,N/A,9.895287958,N/A,5.984120172,0.149270358,0.893251758,79.5,89.5,141,57.5,53.5,61.5,36.5,15,70.5,-3,0.5,-3,0.313304721,0.052356021,0.350746269,N/A,0.005291005,N/A
47759,,12.90776912,3.949200509,0.678749112,4.840736686,6.21591623,30.08961373,483.5,296,98.5,82.5,77.5,86,436,221.5,25,24.5,18.5,17.5,3.74248927,0.773123909,0.124378109,0.289940828,0.195767196,0.183246073
50408,,1.402820356,2.143979058,0.216973466,0.756685375,2.929185615,2.216471915,131.5,357.5,141,145,96.5,221.5,88,286,68.5,45.5,44,150,0.755364807,0.998254799,0.34079602,0.538461538,0.465608466,1.570680628
25728,,22.34654733,7.347203086,0.143764572,3.335140288,24.44161027,81.5161991,7804,5783,311.5,321,306,613,7748.5,5713.5,164,251.5,256.5,542,66.51072961,19.94240838,0.815920398,2.976331361,2.714285714,5.67539267
50432,,N/A,N/A,N/A,3.47890715,0.612008466,2.129120628,80,85,96.5,63,50,61,29,20.5,23.5,-6.5,-3,-7.5,0.248927039,0.071553229,0.116915423,N/A,N/A,N/A
49547,,6.058571068,0.968913613,0.800209479,3.715003196,1.030431937,3.82805794,121.5,117,116.5,87,71.5,86.5,71,47,32,8.5,16,19,0.60944206,0.164048866,0.15920398,0.100591716,0.169312169,0.19895288
49426,,N/A,1.243254128,9.97761194,4.642419199,0.654799302,3.039852851,146,123,124.5,79,68.5,71.5,92.5,49,52.5,-1.5,13,2.5,0.793991416,0.171029668,0.26119403,N/A,0.137566138,0.02617801
50067,,N/A,N/A,N/A,5.014895228,0.483514929,2.424776708,99.5,96,106.5,61.5,54.5,55.5,52,25.5,37,-7,-3.5,-17,0.446351931,0.089005236,0.184079602,N/A,N/A,N/A
50102,,2.02821491,0.720767888,0.385159999,6.293955045,0.302136279,1.901632154,121.5,95,150.5,93,81,150,75.5,29.5,68.5,27,13.5,84.5,0.64806867,0.102966841,0.34079602,0.319526627,0.142857143,0.884816754
47045,,8.341201717,N/A,N/A,2.082045341,0.580487416,1.20860112,119,150.5,153.5,70.5,53.5,61,69,81.5,98.5,6,-7.5,-12,0.592274678,0.284467714,0.490049751,0.071005917,N/A,N/A
50164,cel-miR-71-5p,2457.027897,N/A,N/A,0.793544775,8.554110343,6.788069567,3435,10568,977,77,59,66,3387.5,10498,861,1,-8.5,-5,29.07725322,36.64223386,4.28358209,0.01183432,N/A,N/A
49215,cel-miR-86-5p,N/A,N/A,5.891542289,1.160288331,1.906688059,2.212307905,126.5,234,121,54.5,54,65.5,79.5,168.5,62,-7,-20,5,0.682403433,0.588132635,0.308457711,N/A,N/A,0.052356021
49935,,0.284549356,0.75420226,0.227571256,0.9623064,1.338117737,1.287679263,124,262.5,163.5,260,201,280.5,76.5,195.5,102.5,195,85.5,214,0.656652361,0.682373473,0.509950249,2.307692308,0.904761905,2.240837696
50471,,N/A,2.583769634,N/A,3.191763309,0.294409125,0.939684243,79,91,113.5,58,53.5,56.5,30.5,23.5,56,-5,3,-8.5,0.261802575,0.082024433,0.278606965,N/A,0.031746032,N/A
49026,,N/A,N/A,N/A,4.471322669,0.556200179,2.48695047,127,113.5,113,65,47.5,62,80,44,55.5,-2,-1.5,-3.5,0.686695279,0.153577661,0.276119403,N/A,N/A,N/A
49729,,N/A,4.90052356,N/A,2.31734896,0.900782108,2.087426482,96,118.5,109.5,60,51,56,49,52,40.5,-3.5,3.5,-4.5,0.420600858,0.181500873,0.201492537,N/A,0.037037037,N/A
29837,,4.88847081,3.769005236,0.255709301,2.117747808,7.758013849,16.42951682,787,932,154,179,126.5,214,738,857,77.5,109.5,75,144,6.334763948,2.991273997,0.385572139,1.295857988,0.793650794,1.507853403
49258,,N/A,0.918848168,N/A,6.053482998,0.516250123,3.125111345,99.5,92,92,76.5,60.5,61,48,19.5,26.5,-12,7,-7,0.412017167,0.068062827,0.131840796,N/A,0.074074074,N/A
49061,,3.191416309,2.133671466,23.28109453,1.568203023,1.481889091,2.323902952,118.5,169.5,122,82.5,69.5,68,66,103.5,49,15,16,1,0.566523605,0.361256545,0.243781095,0.177514793,0.169312169,0.010471204
49280,,4.545350501,2.363874346,3.547595357,1.791995209,0.808059088,1.448038013,93.5,140.5,140.5,78,58,73,47,64.5,56,7.5,9,7.5,0.403433476,0.22513089,0.278606965,0.088757396,0.095238095,0.078534031
49350,,0.616698804,0.424413283,0.629539801,2.352304534,0.811880536,1.909790266,133,164.5,139.5,178,123.5,126.5,88,92,79.5,103.5,71.5,60,0.755364807,0.321116928,0.395522388,1.224852071,0.756613757,0.628272251
50130,cel-miR-63-3p,26.29291845,25.14567293,N/A,0.550290097,6.143483798,3.380698295,198,714,149,75.5,59.5,59.5,145,648,74,4,8.5,-13.5,1.244635193,2.261780105,0.368159204,0.047337278,0.08994709,N/A
49683,cel-miR-785,6.489722159,2.403141361,N/A,2.732474964,0.838596204,2.291443133,134,144,126.5,74.5,73,74,85,76.5,64,9.5,10.5,-10.5,0.729613734,0.267015707,0.31840796,0.112426036,0.111111111,N/A
48371,,49.09522532,14.39397906,6.334991708,3.390634434,9.184729494,31.14206009,1129,852.5,136.5,79.5,88.5,122.5,1083,785.5,60,16,18,4.5,9.296137339,2.741710297,0.298507463,0.189349112,0.19047619,0.047120419
49288,,N/A,N/A,N/A,2.517091644,0.614778431,1.547453652,89.5,111,108.5,63.5,59,68,43.5,42.5,48.5,0,-9,-9,0.373390558,0.148342059,0.241293532,N/A,N/A,N/A
47607,,9.126967096,8.246073298,N/A,3.713433476,0.626402393,2.326103617,124,119.5,115,66,62.5,63.5,75.5,50,56,6,2,-3.5,0.64806867,0.17452007,0.278606965,0.071005917,0.021164021,N/A
49099,,11.81238504,N/A,N/A,3.377734112,0.383094516,1.293991416,108.5,107,137.5,66,57.5,55,57,41.5,76,3.5,0,-9,0.489270386,0.144851658,0.378109453,0.041420118,N/A,N/A
50467,,4.07561823,2.858638743,2.085268104,1.39513866,1.847173438,2.577063074,102.5,175.5,128,76,64,75,59,104,39.5,10.5,12,9,0.506437768,0.363001745,0.196517413,0.124260355,0.126984127,0.094240838
49997,,N/A,2.209947644,39.91044776,4.514701172,0.559586138,2.526364194,103,101,102,59,56.5,64.5,61.5,33.5,42,-2.5,5,0.5,0.527896996,0.116928447,0.208955224,N/A,0.052910053,0.005235602
47051,,N/A,2.308900524,N/A,3.70835888,0.309083587,1.146192863,100,102.5,135.5,57,56,64,47.5,31.5,71.5,-0.5,4.5,-4,0.407725322,0.109947644,0.355721393,N/A,0.047619048,N/A
49914,,N/A,N/A,N/A,3.898775254,0.399505526,1.55758226,84,90,101,66.5,53,55.5,32.5,20.5,36,-54,0,-16.5,0.278969957,0.071553229,0.179104478,N/A,N/A,N/A
50020,,5.180870632,2.258155457,N/A,2.76317693,0.55749813,1.540465972,94.5,115,116,80.5,57.5,67.5,50,44.5,56,7,6.5,-2.5,0.429184549,0.155322862,0.278606965,0.082840237,0.068783069,N/A
49556,cel-miR-355,3.009314218,2.226439791,3.952170963,1.973454141,0.931593855,1.83845775,149,197,163,88.5,71.5,81.5,97.5,121.5,91.5,23.5,18,11,0.836909871,0.42408377,0.455223881,0.278106509,0.19047619,0.115183246
49722,,0.330661449,0.348269911,0.245376735,1.210096056,0.844565979,1.022005959,93.5,168,137.5,165.5,139,218.5,46.5,94.5,78.5,102,89.5,152,0.399141631,0.329842932,0.390547264,1.207100592,0.947089947,1.591623037
49244,,20.40874464,5.029134586,0.396461402,4.271389684,7.216155572,30.82301247,1174,717.5,147,105.5,89.5,146.5,1125.5,648,63,40,42.5,75.5,9.660944206,2.261780105,0.313432836,0.473372781,0.44973545,0.790575916
47905,,89.93991416,1.240837696,N/A,3.860053241,0.615823153,2.377110157,113,102.5,108,64.5,61,59,62,39.5,45,0.5,10.5,-11,0.532188841,0.137870855,0.223880597,0.00591716,0.111111111,N/A
49699,,0.355920034,0.845467667,0.023946879,0.54764745,10.59505786,5.802356415,308,1254,170.5,600.5,509,1630,264,1185.5,78.5,538,462.5,1557.5,2.266094421,4.137870855,0.390547264,6.366863905,4.894179894,16.30890052
47562,,1.108130663,0.434181002,N/A,3.145523505,0.541931843,1.704659351,134,134,143,122,101,106.5,82.5,64.5,83.5,54,49,-40.5,0.708154506,0.22513089,0.415422886,0.639053254,0.518518519,N/A
47853,,3.263948498,12.53403141,N/A,4.077140276,0.416557592,1.698363734,116,101,118,75.5,56.5,57,63,38,64,14,1,-25,0.540772532,0.132635253,0.31840796,0.165680473,0.010582011,N/A
49825,,7.055403824,28.69633508,N/A,3.024567116,0.383878297,1.161065673,104,115.5,139,67.5,55.5,62.5,53.5,43.5,79.5,5.5,0.5,-14.5,0.459227468,0.151832461,0.395522388,0.065088757,0.005291005,N/A
49835,,7.494992847,4.013089005,34.44651741,3.132988418,0.35320455,1.106585763,97,102.5,129,68.5,57.5,66.5,46.5,36.5,72.5,4.5,3,1,0.399141631,0.127399651,0.360696517,0.053254438,0.031746032,0.010471204
49390,,22.33991416,1.319371728,N/A,4.983171448,0.378151573,1.884394119,122.5,109.5,132,64,60.5,63,77,38,70.5,2.5,9.5,-2,0.660944206,0.132635253,0.350746269,0.029585799,0.100529101,N/A
48965,,9.791845494,3.793193717,N/A,2.886919201,0.507425335,1.464895943,122,133.5,140,67.5,59.5,60.5,67.5,57.5,79.5,5,5,-6.5,0.579399142,0.20069808,0.395522388,0.059171598,0.052910053,N/A
49862,,21.51788269,7.256544503,N/A,3.316230979,0.385863874,1.279613734,97.5,103,129,58,54.5,53.5,44.5,33,60,1.5,1.5,-10,0.381974249,0.115183246,0.298507463,0.017751479,0.015873016,N/A
50244,,N/A,1.589243218,N/A,4.408049235,0.347506973,1.531827845,98,98.5,127,66,57,61,47.5,26.5,53.5,-21.5,5.5,-13,0.407725322,0.092495637,0.266169154,N/A,0.058201058,N/A
50321,,1.738762402,1.561983471,0.059959786,1.113733906,10.17721519,11.33470962,567.5,1219.5,161.5,283.5,292.5,699.5,519,1146,79,216.5,242,626,4.454935622,4,0.393034826,2.562130178,2.560846561,6.554973822
49689,,27.3204578,1.696335079,N/A,2.573080591,0.492010607,1.265982944,108.5,130,134,66.5,61.5,63.5,56.5,54,77,1.5,10.5,-8.5,0.484978541,0.188481675,0.383084577,0.017751479,0.111111111,N/A
49152,,18.67703863,2.19895288,N/A,2.533004292,0.464616345,1.176875195,99,120,134,66,58,67,51.5,50,75.5,2,7.5,-7,0.442060086,0.17452007,0.375621891,0.023668639,0.079365079,N/A
11201,,12.675,0.742146597,0.62938554,10.61111111,1.114259316,11.82352941,399.5,151,120,83,85.5,109.5,349.5,81,51,20,36,38.5,3,0.282722513,0.253731343,0.236686391,0.380952381,0.403141361
50472,,297.2852647,454.1549122,351.9087894,0.645932006,7.390488263,4.773752912,3123,11771.5,1172,72.5,59,82.5,3074,11703.5,1111,7.5,8.5,1.5,26.38626609,40.84991274,5.527363184,0.088757396,0.08994709,0.015706806
49097,,1.183419923,0.438149566,N/A,3.426339393,0.261254354,0.895146084,108.5,113,176,100,82.5,97,62,44.5,119.5,38,33.5,-9,0.532188841,0.155322862,0.594527363,0.449704142,0.354497354,N/A
49909,,60.90844063,5.068725562,0.861853523,6.634242139,10.91931803,72.4413998,1682,679,95.5,84.5,88,169.5,1637.5,607,39,19.5,39.5,21.5,14.05579399,2.118673647,0.194029851,0.230769231,0.417989418,0.22513089
49453,,6.857588763,1.557591623,N/A,3.008937137,0.402929107,1.212388354,99,107,134.5,72,67,76.5,52,42.5,74,5.5,9,-16.5,0.446351931,0.148342059,0.368159204,0.065088757,0.095238095,N/A
49119,,4.79343161,1.176439791,N/A,3.49348201,0.399298207,1.394941101,124.5,122,157,73,70,62.5,76,53.5,94,11.5,15,-3.5,0.652360515,0.186736475,0.467661692,0.136094675,0.158730159,N/A
49585,,N/A,N/A,N/A,3.059039045,0.359554974,1.099892704,74.5,84,95,59.5,52,55,25.5,20.5,40,-1.5,-1,-14,0.21888412,0.071553229,0.199004975,N/A,N/A,N/A
49345,,N/A,15.33769634,3.733120114,2.300567631,0.593146121,1.364572766,95,119.5,114.5,55,52.5,71.5,43.5,46.5,55,-3,1,7,0.373390558,0.162303665,0.273631841,N/A,0.010582011,0.073298429
49537,,0.486204782,0.465037813,0.074746443,1.576317431,1.854615086,2.923462089,229,353,173.5,332.5,264.5,747,183,285.5,108,273,202.5,686.5,1.570815451,0.996509599,0.537313433,3.230769231,2.142857143,7.188481675
50311,,N/A,3.232460733,N/A,1.932250153,0.427043023,0.825153947,89.5,122.5,139,71,55.5,69,38.5,49,80.5,-2.5,5,-2.5,0.330472103,0.171029668,0.400497512,N/A,0.052910053,N/A
49841,,4.008357804,0.595549738,N/A,3.972598217,0.414564493,1.646898166,107,106.5,111,75.5,68.5,65,52.5,32.5,55,9.5,18,-16,0.450643777,0.113438045,0.273631841,0.112426036,0.19047619,N/A
49638,,8.341201717,1.062827225,N/A,3.250702975,0.46592862,1.514595551,113.5,118,130,71,62,66,57.5,43.5,65.5,5,13.5,-11,0.493562232,0.151832461,0.325870647,0.059171598,0.142857143,N/A
47719,,31.35002384,3.223465017,N/A,4.449485977,1.093026785,4.863407352,245.5,179,133,69.5,63,64.5,194.5,107.5,69,4.5,11,-8.5,1.669527897,0.37521815,0.343283582,0.053254438,0.116402116,N/A
11019,,2.659513591,0.712886337,N/A,2.826276344,0.839379207,2.372317597,91,96,99.5,77,65.5,70,38.5,33.5,28,10.5,15.5,-7.5,0.330472103,0.116928447,0.139303483,0.124260355,0.164021164,N/A
29146,,10.80211527,3.454670708,2.498802285,2.576627774,1.966374161,5.066614278,256.5,265.5,158.5,81.5,68.5,102,208.5,199,71,14,19,13.5,1.789699571,0.694589878,0.353233831,0.165680473,0.201058201,0.141361257
49422,,N/A,6.890052356,N/A,1.700529632,0.705322395,1.199421634,119,160,162,61.5,51,64,65,94,93.5,-5,4.5,-92,0.557939914,0.328097731,0.465174129,N/A,0.047619048,N/A
50080,,14.50643777,1.706578648,N/A,2.479893245,0.657377252,1.630225406,110.5,123,132,64,62.5,75.5,60,59.5,63.5,3,11.5,-103,0.515021459,0.207678883,0.315920398,0.035502959,0.121693122,N/A
50141,,8.542680019,3.015706806,N/A,4.073095494,0.898010471,3.657682403,104.5,99.5,100.5,71,59.5,65,53,32,25,4.5,3.5,-81,0.454935622,0.111692845,0.124378109,0.053254438,0.037037037,N/A
50194,,N/A,N/A,N/A,2.693439608,0.460405759,1.240075107,65.5,88,91,50.5,47.5,55.5,23,21,32,-12,-2.5,-21.5,0.197424893,0.073298429,0.15920398,N/A,N/A,N/A
49895,,N/A,4.156020942,N/A,3.630288167,0.345304319,1.253554185,97.5,99.5,120,58.5,57.5,56,46.5,31.5,64,-2.5,2.5,-15.5,0.399141631,0.109947644,0.31840796,N/A,0.026455026,N/A
49644,,3.662875536,1.85078534,N/A,2.459227468,0.540905639,1.330210006,98.5,121,123.5,67.5,61,59,50.5,50.5,65.5,10,9,-9,0.433476395,0.176265271,0.325870647,0.118343195,0.095238095,N/A
49075,,1.502452483,0.350868776,0.232079985,2.136856826,1.474955683,3.151769119,162.5,201,120.5,110,168.5,189,116,133.5,63.5,56,125.5,130,0.995708155,0.465968586,0.315920398,0.662721893,1.328042328,1.361256545
50372,,115.3261803,2.814659686,N/A,3.05482162,0.748342059,2.286051502,130,126,111.5,60.5,58,62,79.5,64,60,0.5,7.5,-2.5,0.682403433,0.223385689,0.298507463,0.00591716,0.079365079,N/A
49037,,0.857679897,5.516062624,0.695761017,0.346933106,2.09983579,0.728502552,291.5,1788.5,642.5,273.5,155,465.5,243,1722.5,575.5,205.5,103,393,2.08583691,6.012216405,2.86318408,2.431952663,1.08994709,4.115183246
50386,,101.5450644,2.511880789,N/A,3.477695409,0.564678841,1.963781011,117.5,124,130,65.5,58,68.5,70,49.5,61.5,0.5,6.5,-10.5,0.600858369,0.172774869,0.305970149,0.00591716,0.068783069,N/A
49438,,6.89055794,2.226439791,N/A,2.163209347,0.515439684,1.115003941,91.5,123.5,130,72,61.5,69,47.5,54,73.5,5,8,-8,0.407725322,0.188481675,0.365671642,0.059171598,0.084656085,N/A
48977,,N/A,1.385340314,N/A,4.918454936,0.313467751,1.541777007,124,101.5,123,60.5,58,71,63,31.5,70.5,-1,7.5,-14,0.540772532,0.109947644,0.350746269,N/A,0.079365079,N/A
50151,,9.235765379,19.74934555,N/A,0.980610535,2.56528516,2.515545654,141,306.5,133.5,72.5,55.5,89.5,95.5,239.5,65.5,7.5,4,-6.5,0.819742489,0.835951134,0.325870647,0.088757396,0.042328042,N/A
50275,,3.666905103,2.902617801,N/A,3.390753024,0.617382199,2.093390558,138,131,153,78.5,58,91.5,91,66,75,18,7.5,-7.5,0.78111588,0.230366492,0.373134328,0.213017751,0.079365079,N/A
50379,cel-miR-797-5p,N/A,1.935078534,N/A,2.934305501,0.709634711,2.082285038,97,112.5,116.5,56.5,56.5,64,52.5,44,43.5,-3.5,7.5,-80.5,0.450643777,0.153577661,0.21641791,N/A,0.079365079,N/A
49114,,N/A,N/A,N/A,2.348700391,1.11499626,2.618792152,93.5,113,88,63,51.5,98,42.5,44.5,28,0,-1,-60,0.364806867,0.155322862,0.139303483,N/A,N/A,N/A
49079,,16.97253219,5.277486911,N/A,2.569014408,1.033893635,2.656087644,110,124,97.5,68.5,57.5,72.5,58.5,56,38,2.5,3.5,-69,0.502145923,0.195462478,0.189054726,0.029585799,0.037037037,N/A
49286,,0.8537122,0.574766952,2.07806925,1.958202898,1.041824359,2.04010348,306.5,393.5,290,277,243.5,237.5,256,321.5,216.5,217.5,184.5,49.5,2.197424893,1.122164049,1.077114428,2.573964497,1.952380952,0.518324607
30756,,4.660333239,3.127820906,0.111692424,2.454040734,7.454866197,18.29454531,13769.5,13811.5,1349.5,2194,1508.5,5569.5,13721,13750,1294,2135.5,1450,5504.5,117.776824,47.9930192,6.437810945,25.27218935,15.34391534,57.63874346
49272,,N/A,6.019633508,N/A,2.863484038,0.328299101,0.940079234,89,106,133,57.5,53.5,54.5,42.5,36.5,78,-6,2,-9,0.364806867,0.127399651,0.388059701,N/A,0.021164021,N/A
49083,,N/A,4.131716726,1.643138474,5.390323511,6.035198385,32.53167175,830.5,432.5,97,57,79,72.5,782.5,357,41.5,-2.5,28.5,12,6.716738197,1.246073298,0.206467662,N/A,0.301587302,0.12565445
49412,,6.205531712,0.885863874,N/A,2.014473564,0.362349692,0.729943876,89.5,112.5,150,65,67.5,60,38.5,47,91,4.5,17.5,-5.5,0.330472103,0.164048866,0.452736318,0.053254438,0.185185185,N/A
48020,,7.364806867,1.039504998,20.43034826,3.121327171,0.56560737,1.765445653,112,125.5,122,69,66,81.5,66,52,64.5,6.5,16.5,1.5,0.566523605,0.181500873,0.320895522,0.076923077,0.174603175,0.015706806
49194,,5.464091559,2.134277795,0.795106102,2.526297308,0.941131401,2.377577724,102.5,120,101.5,75,57.5,103,56.5,55,41,7.5,8.5,24.5,0.484978541,0.191972077,0.2039801,0.088757396,0.08994709,0.256544503
50309,,2.23943133,1.941716882,0.475124378,1.946888412,1.302916978,2.536633967,179,220,144,110,75.5,201.5,123.5,156,84,40,26.5,84,1.060085837,0.544502618,0.417910448,0.473372781,0.28042328,0.879581152
48481,,39.89270386,1.348053722,N/A,2.877819377,0.58881825,1.694512569,110.5,117.5,112.5,68.5,59.5,78.5,55,47,56,1,11.5,-17.5,0.472103004,0.164048866,0.278606965,0.01183432,0.121693122,N/A
47431,,6.078888208,1.964064731,N/A,3.304000262,0.476195643,1.57335053,140.5,138,153.5,76.5,63.5,92,88,65.5,96.5,10.5,11,-52.5,0.755364807,0.228621291,0.480099502,0.124260355,0.116402116,N/A
50380,cel-miR-231-3p,N/A,1.554973822,N/A,2.83183769,0.557875481,1.579812813,89.5,103.5,105.5,57,56,71,38,33,41.5,-6,7,-43,0.326180258,0.115183246,0.206467662,N/A,0.074074074,N/A
49771,,3.263948498,0.798007093,N/A,4.131502146,0.52617801,2.173905579,110,107,118.5,78.5,63,98,63,37.5,50,14,15.5,-100.5,0.540772532,0.130890052,0.248756219,0.165680473,0.164021164,N/A
48080,,0.102058878,0.874058667,0.103247738,0.204817911,1.821677189,0.373112116,194.5,1813.5,799.5,1087.5,705,3276.5,145,1741,670.5,1030.5,657,3085.5,1.244635193,6.076788831,3.335820896,12.19526627,6.952380952,32.30890052
10938,,0.718414061,0.586387435,N/A,1.598497854,0.461939543,0.738409368,99,149.5,184.5,115,92.5,114.5,52,80,121.5,52.5,45,-61,0.446351931,0.279232112,0.604477612,0.621301775,0.476190476,N/A
48237,,N/A,1.869109948,N/A,3.153597576,0.438481675,1.382794749,103,119,129,53,56,85.5,54.5,42.5,68,-1.5,7.5,-146.5,0.467811159,0.148342059,0.338308458,N/A,0.079365079,N/A
49922,,0.689055794,0.946968417,0.328062071,2.100014467,1.076548113,2.260766612,89.5,116,82,98,72,116.5,38,44.5,29,40,15.5,42,0.326180258,0.155322862,0.144278607,0.473372781,0.164021164,0.439790576
50233,,6.739449213,1.172774869,2.030076888,3.427548283,0.59708143,2.046525431,154.5,151,146,73,73,89,111.5,80,94,12,22.5,22,0.957081545,0.279232112,0.467661692,0.142011834,0.238095238,0.230366492
50384,,35.54077253,3.238457877,11.3079602,3.347281831,0.636719609,2.13127998,126,124,116.5,63,58,68,73.5,54,59.5,1.5,5.5,2.5,0.630901288,0.188481675,0.2960199,0.017751479,0.058201058,0.02617801
50409,,N/A,N/A,N/A,6.271030043,0.23782057,1.491379937,75.5,84,91.5,49,46,56,25.5,10,29.5,-8.5,-1.5,-5.5,0.21888412,0.034904014,0.146766169,N/A,N/A,N/A
49178,,N/A,1.209424084,N/A,11.17830667,0.102897033,1.150214592,84.5,80,96,58,50.5,64,25,5.5,37.5,-5.5,1.5,-15,0.214592275,0.019197208,0.186567164,N/A,0.015873016,N/A
49380,,N/A,2.638743455,N/A,2.981813305,0.57271076,1.707716563,94,108,110.5,59.5,55.5,70.5,48.5,40,49,-5,5,-13,0.416309013,0.139616056,0.243781095,N/A,0.052910053,N/A
49751,,7.550786838,2.437172775,1.059131426,3.753557714,1.744091599,6.546548474,255,203,118,90,66.5,104,203,133,53.5,19.5,18,24,1.74248927,0.464223386,0.266169154,0.230769231,0.19047619,0.251308901
50453,,N/A,3.694240838,N/A,3.293608216,0.654799302,2.156652361,81.5,94.5,96.5,57.5,53.5,59.5,37.5,28,30,-11,2.5,-40.5,0.321888412,0.097731239,0.149253731,N/A,0.026455026,N/A
49917,,137.8111588,10.9013089,N/A,0.70688838,3.011287142,2.128643888,143,396.5,129.5,67,60,76.5,95,330.5,77,0.5,10,-103,0.815450644,1.153577661,0.383084577,0.00591716,0.105820106,N/A
50429,,N/A,8.246073298,N/A,3.967553648,0.407889931,1.618325182,107.5,109,117.5,55,49.5,71,60.5,37.5,64.5,-8.5,1.5,-64,0.519313305,0.130890052,0.320895522,N/A,0.015873016,N/A
49237,,N/A,2.110994764,N/A,4.764753219,0.258048986,1.229539737,75,91,104,55,50.5,65.5,31,16,43.5,-8,2.5,-152.5,0.266094421,0.055846422,0.21641791,N/A,0.026455026,N/A
49925,,1.9527897,0.498786873,N/A,4.164820712,0.230144879,0.95851216,99,106.5,155,78.5,70,81,52.5,31,94.5,19.5,20.5,-83.5,0.450643777,0.108202443,0.470149254,0.230769231,0.216931217,N/A
48994,,2.694052728,0.458115183,N/A,5.115193133,0.278401064,1.424075209,98,94.5,124,76,70,94.5,52,25,63,14,18,-57.5,0.446351931,0.087260035,0.313432836,0.165680473,0.19047619,N/A
49201,,10.87982833,1.979057592,N/A,3.415593705,0.29368075,1.003094121,85.5,103,116.5,60,61,71.5,37.5,27,64.5,2.5,4.5,-30,0.321888412,0.094240838,0.320895522,0.029585799,0.047619048,N/A
49322,,10.69331698,11.47853403,N/A,3.646440728,1.226867321,4.473698967,305.5,238.5,153.5,80.5,57.5,72.5,258,174,99.5,17.5,5,-17.5,2.214592275,0.607329843,0.495024876,0.207100592,0.052910053,N/A
50240,,N/A,0.47362062,N/A,3.732755978,1.15552818,4.313304721,87.5,93.5,84.5,60.5,66.5,70.5,42.5,28,17,0,19.5,-6.5,0.364806867,0.097731239,0.084577114,N/A,0.206349206,N/A
47420,,N/A,1.209424084,N/A,7.098224737,0.24695288,1.752927039,107,93,117,59,53,60.5,63.5,22,62.5,-6,6,-12.5,0.545064378,0.076788831,0.310945274,N/A,0.063492063,N/A
49165,,N/A,0.925688228,N/A,3.844309605,0.386307906,1.485087195,115,121,132.5,54.5,62.5,62,68,43.5,79,-1.5,15.5,-5,0.583690987,0.151832461,0.393034826,N/A,0.164021164,N/A
49063,,35.85162477,7.685340314,N/A,3.651900017,0.864899305,3.158525785,225,180.5,159,64.5,54,64.5,173,116.5,94.5,3.5,5,-2.5,1.484978541,0.406631763,0.470149254,0.041420118,0.052910053,N/A
47289,,1.725386916,0.498512613,N/A,2.902997838,0.579558388,1.682456748,132.5,136,140,102.5,94.5,90.5,78.5,66.5,80.5,33,44,-3.5,0.673819742,0.232111693,0.400497512,0.390532544,0.465608466,N/A
49580,,N/A,1.752290576,N/A,2.690684171,0.532442034,1.432633354,100,118,113.5,61,56.5,67.5,46.5,42.5,56,-5.5,8,-18,0.399141631,0.148342059,0.278606965,N/A,0.084656085,N/A
49747,,N/A,1.547724527,N/A,2.94300992,0.295143528,0.86861033,90.5,104,128.5,58,56.5,76,36.5,30.5,72.5,-5.5,6.5,-60.5,0.313304721,0.106457243,0.360696517,N/A,0.068783069,N/A
49446,,0.583033862,0.378243797,0.168665389,1.958057889,0.660854525,1.293991416,140.5,170,169,167,142.5,534.5,84,105.5,112,104.5,92,315.5,0.721030043,0.368237347,0.55721393,1.236686391,0.973544974,3.303664921
50124,,N/A,5.442408377,N/A,7.303160359,0.233856894,1.707894395,105.5,85.5,106,58,51,71.5,49,16.5,49.5,-1,1,-53.5,0.420600858,0.057591623,0.246268657,N/A,0.010582011,N/A
