ID,Name,1C vs 1A,2C vs 2A,3C vs 3A,1C vs 2C,2C vs 3C,1C vs 3C,1C,2C,3C,1A,2A,3A,1C,2C,3C,1A,2A,3A,1C,2C,3C,1A,2A,3A
14280,,N/A,N/A,N/A,6.114835866,0.225722741,1.380257511,94,86,139.5,52,52,50,46,18.5,57.5,-11.5,-2,-16.5,0.394849785,0.064572426,0.286069652,N/A,N/A,N/A
32884,,62.3776824,1.841623037,N/A,3.156620332,0.435233663,1.37386743,90.5,104,128,62,68,65.5,43,33.5,54,0.5,6,-5.5,0.369098712,0.116928447,0.268656716,0.00591716,0.063492063,N/A
4040,,0.733517616,0.273399222,0.799599563,2.840011076,0.525330703,1.491945015,145,155.5,184.5,152,165,182,89.5,77.5,103.5,88.5,93.5,61.5,0.768240343,0.270506108,0.514925373,1.047337278,0.989417989,0.643979058
19016,,N/A,N/A,N/A,4.597686135,0.242648506,1.115621672,90,106.5,137.5,61,87,65,43,23,66.5,-1.5,-1.5,-24.5,0.369098712,0.080279232,0.330845771,N/A,N/A,N/A
46249,,3.046351931,N/A,5.844029851,5.738197425,0.2566722,1.472835758,106,101,157.5,74,104,73.5,52.5,22.5,61.5,12.5,-38,5,0.450643777,0.078534031,0.305970149,0.147928994,N/A,0.052356021
11123,,1.349254696,0.389814374,0.644159013,4.675234637,0.452786751,2.116884303,130,126.5,162,106,187,126.5,86.5,45.5,70.5,46.5,38.5,52,0.74248927,0.158813264,0.350746269,0.550295858,0.407407407,0.544502618
10955,,10.66223176,20.12041885,N/A,5.926335045,0.372137491,2.205411457,125,113,163,65.5,129,68.5,73.5,30.5,57.5,5,0.5,-7,0.630901288,0.106457243,0.286069652,0.059171598,0.005291005,N/A
11102,,N/A,N/A,N/A,10.57467811,0.226313123,2.393188426,90.5,112.5,127,67,86,59.5,43,10,31,-1.5,-48.5,-8,0.369098712,0.034904014,0.154228856,N/A,N/A,N/A
17519,,3.438563027,1.814136126,21.26181592,3.577058135,0.344906256,1.23374973,112.5,114.5,147.5,71.5,53.5,63.5,64,44,89.5,13.5,8,2,0.549356223,0.153577661,0.445273632,0.159763314,0.084656085,0.020942408
42461,,0.751729239,0.239268214,0.936065939,3.312587157,0.84241631,2.790577448,266.5,236.5,193,260.5,273,130,213.5,158.5,132,206,218.5,67,1.832618026,0.553228621,0.656716418,2.437869822,2.312169312,0.701570681
17503,,18.8583691,1.030759162,N/A,12.78798283,0.171953598,2.198939662,112,80,110.5,62,56.5,61,65,12.5,51,2.5,4,-14.5,0.557939914,0.043630017,0.253731343,0.029585799,0.042328042,N/A
27898,,N/A,9.67539267,N/A,3.828570035,0.59363673,2.272779795,115.5,111,110,64,51.5,66,68.5,44,52,0,1.5,-49,0.587982833,0.153577661,0.258706468,N/A,0.015873016,N/A
42580,,N/A,5.057591623,N/A,4.544224669,0.252126963,1.145721567,89.5,90,136,64.5,52,62,42.5,23,64,-2,1.5,-17.5,0.364806867,0.080279232,0.31840796,N/A,0.015873016,N/A
19595,,7.780725712,3.115183246,N/A,3.413986367,0.55216211,1.885073915,107,110,136,70.5,62,67,59,42.5,54,5.5,4.5,-4,0.506437768,0.148342059,0.268656716,0.065088757,0.047619048,N/A
17850,,6.573229614,0.849595431,N/A,4.195152739,0.745418848,3.127145923,121.5,113.5,115,63,70.5,72.5,72.5,42.5,40,8,16.5,0,0.622317597,0.148342059,0.199004975,0.094674556,0.174603175,N/A
42629,,2.470015079,0.936040753,0.513518267,2.951072961,0.68845721,2.031687457,112,126,131.5,80,80.5,162,63,52.5,53.5,18.5,18.5,49.5,0.540772532,0.183246073,0.266169154,0.218934911,0.195767196,0.518324607
17835,,1.290076336,0.853127583,1.421205377,1.665697674,0.707742857,1.17888563,162.5,245.5,272.5,130.5,173,188,116.5,172,170.5,65.5,66.5,57,1,0.60034904,0.848258706,0.775147929,0.703703704,0.596858639
11021,,N/A,N/A,N/A,1.971622022,0.531909797,1.048725069,93,131,168,61,82.5,66,46.5,58,76.5,-0.5,-3,-38.5,0.399141631,0.202443281,0.380597015,N/A,N/A,N/A
42925,,N/A,N/A,N/A,8.225691875,0.29486304,2.42545251,101.5,95.5,149,58,117.5,75,48.5,14.5,34.5,-2.5,-14.5,-4.5,0.416309013,0.05061082,0.171641791,N/A,N/A,N/A
42866,,3.050618531,0.211305628,1.334873253,4.288652779,0.325021445,1.393904125,118.5,125,178.5,81,288,104.5,71.5,41,88.5,17,64,31.5,0.613733906,0.143106457,0.440298507,0.201183432,0.677248677,0.329842932
13148,,22.7267525,N/A,N/A,5.927368769,0.202675974,1.201335241,103,105,170.5,61.5,102,59.5,47,19.5,67.5,1.5,-41,-9.5,0.403433476,0.068062827,0.335820896,0.017751479,N/A,N/A
17478,,13.78111588,N/A,N/A,8.056089981,0.136547314,1.100037446,99,97.5,173,71,85.5,62.5,47.5,14.5,74.5,2.5,-60,-13.5,0.407725322,0.05061082,0.370646766,0.029585799,N/A,N/A
19583,,3.005614675,0.29468007,0.553716381,3.859487985,1.744874177,6.734320919,659,466.5,266,217.5,560.5,237,605,385.5,155,146,431.5,133,5.193133047,1.345549738,0.771144279,1.727810651,4.566137566,1.392670157
42727,,4.150453028,1.455189406,N/A,3.377339056,0.427787,1.444781744,107,106.5,118.5,63.5,57,55,51.5,37.5,61.5,9,8.5,-5.5,0.442060086,0.130890052,0.305970149,0.106508876,0.08994709,N/A
42455,,8.413733906,1.467801047,N/A,3.205285239,0.439716835,1.409417881,106,119.5,128,64.5,57.5,67,58,44.5,71,5,10,-2.5,0.497854077,0.155322862,0.353233831,0.059171598,0.105820106,N/A
27821,,6.636695279,1.191932413,N/A,2.830431614,0.58098822,1.644447425,139,144.5,154.5,73.5,69.5,74.5,91.5,79.5,96,10,22,-5.5,0.785407725,0.277486911,0.47761194,0.118343195,0.232804233,N/A
42676,,N/A,0.989528796,N/A,5.233740508,0.27090353,1.41783878,86,88,122.5,65,56.5,60.5,41.5,19.5,50.5,-0.5,6.5,-13,0.356223176,0.068062827,0.251243781,N/A,0.068783069,N/A
14306,,13.05579399,6.031413613,3.001922207,2.420802039,0.646050699,1.563960848,113,132,152.5,67.5,52.5,81.5,63,64,69.5,3.5,3.5,11,0.540772532,0.223385689,0.345771144,0.041420118,0.037037037,0.115183246
17732,,N/A,2.831151832,12.51160862,6.279386641,1.829412155,11.48758624,309.5,172.5,124.5,62.5,74.5,75.5,263,103,39.5,-2,12,1.5,2.25751073,0.359511344,0.196517413,N/A,0.126984127,0.015706806
29490,,0.715828146,0.345066452,0.148257484,2.2723744,1.126932432,2.560812409,232.5,273.5,210.5,252.5,244.5,501.5,188.5,204,127,191,195,407,1.618025751,0.712041885,0.631840796,2.26035503,2.063492063,4.261780105
10954,,7.823114654,4.123036649,N/A,4.951244635,0.263089005,1.302618026,128,103,184.5,70.5,68,65.5,75.5,37.5,100,7,3,-41,0.64806867,0.130890052,0.497512438,0.082840237,0.031746032,N/A
48259,,5.863018598,1.602094241,N/A,3.508015653,0.289132159,1.01428014,101.5,110.5,170.5,67.5,71,65.5,48.5,34,82.5,6,7,-20,0.416309013,0.118673647,0.410447761,0.071005917,0.074074074,N/A
49896,,0.406449727,1.312041885,0.120397164,2.48670487,0.842826522,2.095860817,142.5,161,173.5,225,192,364.5,90.5,89.5,74.5,161.5,22.5,294,0.776824034,0.312390925,0.370646766,1.911242604,0.238095238,3.078534031
49418,,4.904557531,N/A,N/A,6.126496499,0.360266025,2.207168542,117.5,125.5,160,68.5,93.5,69,71,28.5,55.5,10.5,-64.5,-1,0.60944206,0.09947644,0.276119403,0.124260355,N/A,N/A
49308,,6.078888208,N/A,N/A,8.015259895,0.216484667,1.735180871,138,127.5,187.5,68,138.5,67.5,88,27,87.5,10.5,-14,-4,0.755364807,0.094240838,0.435323383,0.124260355,N/A,N/A
47359,,3.642377309,5.51737268,10.8090796,3.087399701,0.472853499,1.459887752,161.5,184,225.5,94.5,126.5,80,115.5,92,136.5,23,5.5,6,0.991416309,0.321116928,0.679104478,0.272189349,0.058201058,0.062827225
47338,,0.386173343,0.88614519,0.255517471,3.702503577,0.682609311,2.527363415,182.5,178.5,187.5,332,202,241,135.5,90,92.5,254.5,33.5,172,1.163090129,0.314136126,0.460199005,3.01183432,0.354497354,1.80104712
47580,,26.11158798,1.410994764,22.80597015,2.299537372,0.750290867,1.725321888,119.5,150,130,62,68.5,69.5,72,77,72,2,18,1.5,0.618025751,0.268760908,0.358208955,0.023668639,0.19047619,0.015706806
49907,,20.30901288,3.298429319,N/A,3.442918455,0.515860795,1.77606665,115,113.5,137,60.5,53,59.5,70,50,68,2.5,5,-9.5,0.600858369,0.17452007,0.338308458,0.029585799,0.052910053,N/A
48674,,10.00944206,2.286910995,9.787562189,3.263205678,0.708382046,2.311596317,115.5,121.5,132,64.5,56.5,68,69,52,51.5,5,7.5,2.5,0.592274678,0.181500873,0.256218905,0.059171598,0.079365079,0.02617801
49029,cel-miR-243-3p,10.15450644,1.269895288,N/A,5.365587202,0.370006455,1.985301899,128.5,115,153.5,69.5,57,59.5,84,38.5,73,6,10,-13,0.721030043,0.134380454,0.36318408,0.071005917,0.105820106,N/A
49950,,11.89527897,0.584721561,N/A,5.170683394,0.434305659,2.245657061,90.5,94,109.5,63.5,60,63.5,41,19.5,31.5,2.5,11,-7,0.35193133,0.068062827,0.156716418,0.029585799,0.116402116,N/A
50163,,7.551880838,1.351292011,N/A,3.427427258,0.69608966,2.385796674,139,131.5,171,74,66,61,88.5,63.5,64,8.5,15.5,-8.5,0.759656652,0.221640489,0.31840796,0.100591716,0.164021164,N/A
49959,,1.528899117,0.904652016,0.141504874,1.495182887,2.160917991,3.230967599,702,1147,454,374.5,441,1240,654.5,1076.5,349.5,310.5,392.5,1173.5,5.618025751,3.757417103,1.73880597,3.674556213,4.153439153,12.28795812
49607,,8.674849785,2.296684119,N/A,3.911218154,0.909622676,3.557732722,197,169.5,168.5,76.5,83.5,70.5,149.5,94,72.5,12.5,13.5,-3,1.283261803,0.328097731,0.360696517,0.147928994,0.142857143,N/A
48991,,11.15182403,N/A,N/A,7.960131014,0.137421061,1.093889651,108.5,98,190,73.5,73.5,66,61.5,19,97,4,-4.5,-11.5,0.527896996,0.066317627,0.482587065,0.047337278,N/A,N/A
27350,,41.66571292,N/A,N/A,3.399520323,0.546640489,1.858315451,302.5,262,335.5,68,96.5,59,258.5,187,240,4.5,-21.5,-15,2.21888412,0.652705061,1.194029851,0.053254438,N/A,N/A
49314,,14.3251073,N/A,N/A,5.250782972,0.396307102,2.080922583,125.5,130,165,65,128.5,67,79,37,65.5,4,-21.5,-10.5,0.678111588,0.129144852,0.325870647,0.047337278,N/A,N/A
49414,,4.56684152,N/A,N/A,6.431825685,0.229156252,1.473893071,132,116.5,194.5,72.5,117.5,58,85,32.5,99.5,13.5,-32.5,-11.5,0.729613734,0.113438045,0.495024876,0.159763314,N/A,N/A
48685,,23.93562232,N/A,N/A,3.731241675,0.559969259,2.089380636,183.5,174.5,209.5,71.5,93.5,62,132,87,109,4,-47.5,-9,1.13304721,0.303664921,0.542288557,0.047337278,N/A,N/A
49937,,N/A,N/A,N/A,8.056089981,0.033518204,0.270025666,92.5,107.5,422.5,68,81,58.5,47.5,14.5,303.5,-2.5,-26,-14,0.407725322,0.05061082,1.509950249,N/A,N/A,N/A
24163,,6.328789026,2.545710834,1.491669559,3.635734961,1.564242777,5.687172151,270,223.5,131,83,69,87,222.5,150.5,67.5,25.5,19.5,21.5,1.909871245,0.52530541,0.335820896,0.301775148,0.206349206,0.22513089
49857,,9.50977587,1.85078534,N/A,2.873156844,0.53277172,1.530736713,104.5,121.5,120.5,63.5,56.5,58,59,50.5,66.5,4.5,9,-7,0.506437768,0.176265271,0.330845771,0.053254438,0.095238095,N/A
50000,,0.854587175,0.439790576,1.33713575,2.151824034,0.484333059,1.042199516,109,131.5,172.5,114.5,96,98,59.5,68,98.5,50.5,51,35,0.510729614,0.237347295,0.490049751,0.597633136,0.53968254,0.366492147
49041,,8.090128755,2.105920258,N/A,4.296240757,0.489330811,2.102282973,123.5,117.5,138,72.5,55.5,59.5,72.5,41.5,59.5,6.5,6.5,-6.5,0.622317597,0.144851658,0.2960199,0.076923077,0.068783069,N/A
50259,,6.527896996,1.256544503,6.944125526,2.766630901,0.590796363,1.634515473,135,150.5,189.5,70.5,73.5,83.5,90,80,95,10,21,6.5,0.772532189,0.279232112,0.472636816,0.118343195,0.222222222,0.068062827
50209,,6.745493562,2.793963659,1.945747453,3.176502146,1.174723,3.731510131,139,137,146.5,71,59,79,93,72,43,10,8.5,10.5,0.798283262,0.251308901,0.213930348,0.118343195,0.08994709,0.109947644
50005,,0.256751111,0.043564161,0.023176799,14.05272839,0.272833042,3.834048641,71.5,75.5,101.5,122.5,79.5,253,20,3.5,9,56.5,26.5,184.5,0.17167382,0.012216405,0.044776119,0.668639053,0.28042328,1.931937173
50125,,2.072348253,15.94554974,2.28653607,0.319757709,3.85408309,1.232372777,158.5,921,242,103.5,79.5,107,110,846,154,38.5,17.5,32,0.944206009,2.952879581,0.766169154,0.455621302,0.185185185,0.335078534
49266,,2.905907438,0.426776365,2.460088447,4.879665859,0.477248725,2.328814309,363,225,352.5,139.5,241.5,122.5,314.5,158.5,233,78.5,122.5,45,2.699570815,0.553228621,1.15920398,0.928994083,1.296296296,0.471204188
49739,,15.66695279,N/A,N/A,9.485591662,0.144441022,1.370108558,102,99,158,61.5,72,64,54,14,68,2.5,-41,-8.5,0.463519313,0.04886562,0.338308458,0.029585799,N/A,N/A
49010,,0.498405543,N/A,0.123140034,4.321213979,0.434601307,1.878005241,113.5,117.5,165,152,175.5,285.5,61.5,35,56.5,89.5,-10.5,218,0.527896996,0.122164049,0.281094527,1.059171598,N/A,2.282722513
49649,,18.76770386,N/A,N/A,4.757570896,0.815957205,3.881974249,150.5,135,175.5,65,91,74,103.5,53.5,46,4,-61,-2.5,0.888412017,0.186736475,0.228855721,0.047337278,N/A,N/A
48482,,18.13304721,N/A,N/A,3.126136612,0.127558306,0.398764689,129.5,151.5,430,69.5,113,72,75,59,324.5,3,-23,-3,0.643776824,0.205933682,1.614427861,0.035502959,N/A,N/A
48530,,1.309608965,N/A,3.620775433,2.599183503,0.39046694,1.014895228,119,136.5,202.5,103.5,138,96.5,65,61.5,110.5,36,-7,14.5,0.557939914,0.214659686,0.549751244,0.426035503,N/A,0.151832461
49399,,4.146550712,1.6592099,0.205818071,2.979934042,6.339596352,18.89157898,2775.5,2314,318.5,531.5,492.5,632.5,2715.5,2241,248,475,445.5,572.5,23.30901288,7.821989529,1.233830846,5.621301775,4.714285714,5.994764398
48441,,N/A,1.495287958,N/A,4.01432719,0.422184126,1.694785218,102.5,110,131.5,55,56,59.5,55.5,34,56.5,-2,7.5,-5.5,0.47639485,0.118673647,0.281094527,N/A,0.079365079,N/A
50077,,349.8469242,238.5863874,N/A,0.81993137,3.796529618,3.112893731,771,2237.5,485.5,64,50.5,59.5,723.5,2170,401,1.5,3,-6,6.210300429,7.57417103,1.995024876,0.017751479,0.031746032,N/A
50394,,6.838749234,1.319371728,N/A,3.864500307,0.460405759,1.779238197,116.5,117.5,158,72.5,56.5,66.5,66,42,64,7,10.5,-2,0.566523605,0.146596859,0.31840796,0.082840237,0.111111111,N/A
50084,,2.31119517,1.468991202,0.321029985,1.070219361,2.02052356,2.162403433,144.5,289,162,99,94.5,176.5,94,216,75,29.5,48.5,111,0.806866953,0.753926702,0.373134328,0.349112426,0.513227513,1.162303665
48614,,14.92090742,1.360602094,N/A,3.577058135,0.503300706,1.800335884,117,119.5,168,60.5,61.5,58,72,49.5,69,3.5,12,-19.5,0.618025751,0.172774869,0.343283582,0.041420118,0.126984127,N/A
50066,cel-miR-53-5p,9.610515021,10.06020942,N/A,2.136705833,0.725352738,1.549865425,130.5,163.5,184,69,61,69,79.5,91.5,88.5,6,3,-12.5,0.682403433,0.319371728,0.440298507,0.071005917,0.031746032,N/A
47523,,8.313304721,13.63350785,N/A,2.955039457,0.608354996,1.797713017,117.5,145.5,168.5,69,68,65.5,74.5,62,71.5,6.5,1.5,-22,0.639484979,0.216404887,0.355721393,0.076923077,0.015873016,N/A
49534,,13.67749847,4.09947644,N/A,3.731241675,0.559969259,2.089380636,113.5,116,150.5,69,76.5,66,66,43.5,54.5,3.5,3.5,-25,0.566523605,0.151832461,0.271144279,0.041420118,0.037037037,N/A
49519,,8.059132093,N/A,N/A,4.133155408,0.587935993,2.430030829,149,136,163,71.5,105.5,62.5,100,59.5,71,9,-5.5,-21,0.858369099,0.207678883,0.353233831,0.106508876,N/A,N/A
50296,,5.89718231,N/A,N/A,9.38521503,0.22178686,2.081517375,147.5,118.5,164.5,73.5,131.5,71,93.5,24.5,77.5,11.5,-9,-7,0.802575107,0.085514834,0.385572139,0.136094675,N/A,N/A
50276,cel-miR-74-3p,13.97453505,N/A,N/A,0.553517709,2.352001968,1.301874741,192.5,713,410.5,67.5,114.5,71.5,144.5,642,191.5,7.5,-27,-11,1.240343348,2.240837696,0.952736318,0.088757396,N/A,N/A
50369,,N/A,N/A,N/A,5.448876546,0.222236675,1.210940207,104,102.5,174.5,63,102.5,60,56.5,25.5,80.5,-4,-45.5,-18.5,0.484978541,0.089005236,0.400497512,N/A,N/A,N/A
49239,,14.50643777,N/A,N/A,3.152855728,0.337793291,1.065013511,97,122.5,166,70.5,98.5,71,50,39,81,2.5,-32,-14,0.429184549,0.136125654,0.402985075,0.029585799,N/A,N/A
27676,,4.510595494,1.869109948,1.050552792,3.030255518,1.138730301,3.450643777,250.5,229.5,156,92.5,77.5,109.5,199,161.5,99.5,32,28.5,45,1.708154506,0.563699825,0.495024876,0.378698225,0.301587302,0.471204188
49584,,11.49356223,1.355030423,N/A,3.332900384,0.745725479,2.485428734,150,148,177.5,70.5,69,60,103,76,71.5,6.5,18.5,-7,0.884120172,0.265270506,0.355721393,0.076923077,0.195767196,N/A
50139,cel-miR-799,2.139240506,0.515379581,1.041081358,2.546666667,1.059418813,2.697986577,164.5,186,160,97.5,120.5,108.5,116.5,112.5,74.5,39.5,72,34,1,0.392670157,0.370646766,0.467455621,0.761904762,0.356020942
48914,,4.74481402,2.015706806,N/A,3.509988295,0.494697275,1.736381644,128.5,126,147.5,76.5,56.5,65,78.5,55,78,12,9,-4,0.673819742,0.191972077,0.388059701,0.142011834,0.095238095,N/A
47975,,5.512446352,1.187434555,N/A,3.893776824,0.540246941,2.103601019,165,142.5,219,80,68.5,64,114,72,93.5,15,20,-5.5,0.978540773,0.251308901,0.465174129,0.177514793,0.211640212,N/A
48565,,34.81545064,5.359947644,N/A,3.632089799,0.549422822,1.995553028,92,108,132.5,63.5,51.5,58.5,48,32.5,41.5,1,2,-14.5,0.412017167,0.113438045,0.206467662,0.01183432,0.021164021,N/A
47860,,7.319157238,4.617801047,N/A,4.874540159,0.741282229,3.613409993,102.5,97.5,120,67,53,57,55.5,28,26.5,5.5,2,-14.5,0.47639485,0.097731239,0.131840796,0.065088757,0.021164021,N/A
50018,,6.029238197,3.628272251,N/A,4.955715958,0.27893774,1.382336212,115,115,166,72.5,59.5,63.5,66.5,33,83,8,3,-46.5,0.570815451,0.115183246,0.412935323,0.094674556,0.031746032,N/A
49828,,17.98798283,N/A,N/A,4.294988817,0.325565479,1.398300093,107.5,120.5,164,64,68.5,70,62,35.5,76.5,2.5,-1.5,-51.5,0.532188841,0.12390925,0.380597015,0.029585799,N/A,N/A
50342,,7.7972103,N/A,N/A,4.015700549,0.287171418,1.153194423,109,117,180.5,68,85,63.5,64.5,39.5,96.5,6,-19,-37,0.553648069,0.137870855,0.480099502,0.071005917,N/A,N/A
48442,,28.28755365,N/A,N/A,4.876773114,0.283511439,1.382620965,107,116,166.5,65,98,69.5,58.5,29.5,73,1.5,-10,-8.5,0.502145923,0.102966841,0.36318408,0.017751479,N/A,N/A
48385,,10.95236052,N/A,N/A,4.584485773,0.361956848,1.65938602,123,131,173,68.5,120,69.5,75.5,40.5,78.5,5,-25.5,-12.5,0.64806867,0.141361257,0.390547264,0.059171598,N/A,N/A
48172,,9.514516536,N/A,396.2537313,1.958599019,0.235539317,0.461327076,162,217,691.5,73.5,131.5,76,111.5,140,417,8.5,0,0.5,0.957081545,0.488656195,2.074626866,0.100591716,N/A,0.005235602
49275,,N/A,N/A,N/A,5.660863228,0.206573589,1.169384835,107,105.5,197.5,67,114,65,61,26.5,90,-7.5,-16.5,-2.5,0.52360515,0.092495637,0.447761194,N/A,N/A,N/A
48012,,0.73126715,0.971504592,0.122951562,1.122393241,1.900234155,2.132809973,169.5,339.5,192.5,179.5,142.5,447,123,269.5,99.5,122,91.5,384.5,1.055793991,0.940663176,0.495024876,1.443786982,0.968253968,4.02617801
49017,,2.424102101,1.774327496,0.739082366,2.002063387,0.601346298,1.203933406,109.5,144.5,185,78.5,65.5,124.5,63.5,78,91,19,14.5,58.5,0.545064378,0.272251309,0.452736318,0.224852071,0.153439153,0.612565445
49693,,7.906008584,2.990575916,N/A,1.970998485,0.775720427,1.528943787,99,144.5,141.5,62,54.5,59,54.5,68,61.5,5,7.5,-11,0.467811159,0.237347295,0.305970149,0.059171598,0.079365079,N/A
50168,,2.191398046,0.70091623,0.819179962,3.423630396,0.477068063,1.633304721,114.5,122,172,81.5,70,110.5,71,51,75,23.5,24,43.5,0.60944206,0.178010471,0.373134328,0.278106509,0.253968254,0.455497382
50160,cel-miR-85-3p,77.40220723,69.09239298,N/A,0.515878382,2.271175631,1.17165041,423,1843,634,70.5,59,61.5,373.5,1780.5,550,3.5,8.5,-4,3.206008584,6.214659686,2.736318408,0.041420118,0.08994709,N/A
50396,,12.20958512,1.571604558,N/A,3.066444127,0.481586654,1.476758566,95.5,113,154,66,60,62,50.5,40.5,59,3,8.5,-10,0.433476395,0.141361257,0.293532338,0.035502959,0.08994709,N/A
48919,,7.637212825,1.113219895,N/A,4.075941822,0.295975131,1.206377414,134,120,224.5,71.5,69.5,68,89.5,54,128,8.5,16,-2.5,0.768240343,0.188481675,0.63681592,0.100591716,0.169312169,N/A
49021,,2.710413372,0.619371728,17.71535181,3.099499708,0.454273736,1.408021311,155.5,169.5,231.5,94.5,106.5,86,106.5,84.5,130.5,28.5,45,3.5,0.91416309,0.294938918,0.649253731,0.337278107,0.476190476,0.036649215
32789,,2.901287554,1.166230366,N/A,2.285342697,0.555643979,1.26983691,93.5,118,160.5,74.5,85,89.5,46,49.5,62.5,11.5,14,-8.5,0.394849785,0.172774869,0.310945274,0.136094675,0.148148148,N/A
13367,,4.521399061,1.42023279,1.036635007,3.148377584,2.175704313,6.849938688,378.5,334,174.5,116.5,186.5,129,333.5,260.5,84,53.5,60.5,38.5,2.862660944,0.909249564,0.417910448,0.633136095,0.64021164,0.403141361
49874,,7.071888412,N/A,N/A,3.196995708,0.486638622,1.555781587,126.5,137,166.5,70.5,100,70.5,78,60,86.5,8,-23.5,-14.5,0.669527897,0.209424084,0.430348259,0.094674556,N/A,N/A
50232,,1.87284607,N/A,1.202355569,3.198844751,0.376245567,1.203551156,133.5,144,221.5,108.5,130,195.5,86.5,66.5,124,33.5,-12,49,0.74248927,0.232111693,0.616915423,0.396449704,N/A,0.513089005
50295,,6.217044758,N/A,N/A,1.202883001,0.236643456,0.28465439,136.5,257,866.5,77.5,86.5,70,90,184,545.5,10.5,-40,-20.5,0.772532189,0.642233857,2.713930348,0.124260355,N/A,N/A
50426,,N/A,N/A,N/A,4.713519313,0.336753927,1.587296137,99,95.5,172,68,90,58.5,46,24,50,-4,-50.5,-40.5,0.394849785,0.083769634,0.248756219,N/A,N/A,N/A
50006,,14.29920294,2.21894336,N/A,4.586126899,0.29836914,1.368358739,119.5,105,179,58.5,55.5,59,69,37,87,3.5,5.5,-3.5,0.592274678,0.129144852,0.432835821,0.041420118,0.058201058,N/A
49148,cel-miR-1824-5p,2.355258716,0.804188482,5.046591367,2.776237259,0.457002784,1.268748157,191.5,200,300.5,102,99.5,83.5,144.5,128,196.5,44.5,52.5,18.5,1.240343348,0.446771379,0.97761194,0.526627219,0.555555556,0.193717277
47572,,5.956777399,2.223978276,0.100285768,2.8389311,5.195648442,14.75008795,1090,962.5,236.5,192,180,646,1043,903.5,122,127,134,578,8.9527897,3.153577661,0.606965174,1.50295858,1.417989418,6.052356021
49382,,6.225679542,1.139457401,N/A,3.332900384,0.440655965,1.468662434,98,112,153,71,56.5,66,51.5,38,60.5,6,11,-8,0.442060086,0.132635253,0.300995025,0.071005917,0.116402116,N/A
49770,,15.56145142,6.267015707,N/A,1.388463355,1.942096321,2.696529574,166,279,177,72.5,61,69,118,209,75.5,5.5,11,-3.5,1.012875536,0.729493892,0.375621891,0.065088757,0.116402116,N/A
49710,,6.527896996,1.345759162,5.796517413,2.820878566,0.586559094,1.654611975,105,130,157.5,66.5,63.5,74,58.5,51,61,6.5,12.5,5,0.502145923,0.178010471,0.303482587,0.076923077,0.132275132,0.052356021
47568,,5.077253219,2.440837696,N/A,4.187333256,0.459435667,1.923810247,109.5,106,159.5,68.5,57,56.5,63,37,56.5,9,5,-13.5,0.540772532,0.129144852,0.281094527,0.106508876,0.052910053,N/A
47868,,8.917192628,1.349357449,5.060074627,2.855436338,0.592876632,1.692921477,153,167,222,73.5,78.5,79.5,104.5,90,106.5,8.5,22,10,0.896995708,0.314136126,0.529850746,0.100591716,0.232804233,0.104712042
50149,,6.286123033,3.669502618,N/A,2.155278005,0.358849371,0.773420157,91,109.5,178.5,66.5,75,60.5,39,44.5,87,4.5,4,-10.5,0.334763948,0.155322862,0.432835821,0.053254438,0.042328042,N/A
49142,,N/A,N/A,N/A,54.59484979,0.03654014,1.994903433,104,97,141,57.5,69,62.5,55.5,2.5,48,-2.5,-8.5,-9,0.47639485,0.008726003,0.23880597,N/A,N/A,N/A
50257,,N/A,N/A,N/A,4.007629948,0.611045432,2.448843971,88.5,106.5,148.5,56,83,63.5,44,27,31,-3,-22,-38,0.377682403,0.094240838,0.154228856,N/A,N/A,N/A
49081,,N/A,N/A,N/A,4.918454936,0.196027102,0.964150467,87,98,174.5,63.5,85.5,73,38,19,68,-3.5,-39,-46,0.326180258,0.066317627,0.338308458,N/A,N/A,N/A
49120,,110.9742489,N/A,N/A,3.084113136,0.719257336,2.218270999,124,138,176.5,70.5,128,68.5,76.5,61,59.5,0.5,-21.5,-31,0.656652361,0.212914485,0.2960199,0.00591716,N/A,N/A
49312,,N/A,N/A,N/A,3.854366127,1.257988807,4.848749445,131.5,133,160,79,113,60,81.5,52,29,-5.5,-39,-26,0.699570815,0.181500873,0.144278607,N/A,N/A,N/A
47055,,N/A,5.167539267,N/A,2.799333394,0.4710546,1.318638872,103,117,155,56.5,52.5,64,53.5,47,70,-1,3,-0.5,0.459227468,0.164048866,0.348258706,N/A,0.031746032,N/A
49071,,9.912732475,1.017015707,N/A,8.17526969,0.209339639,1.711408002,112.5,89,155,68.5,55.5,60.5,61.5,18.5,62,4.5,6,-5.5,0.527896996,0.064572426,0.308457711,0.053254438,0.063492063,N/A
49652,,44.60729614,1.507853403,N/A,3.150885193,0.423589845,1.33468297,108.5,117,156,64.5,58,61.5,61.5,48,79.5,1,10.5,-9,0.527896996,0.167539267,0.395522388,0.01183432,0.111111111,N/A
50110,,N/A,3.481675393,N/A,3.235825616,0.569651407,1.843292616,108,118,167.5,64.5,52.5,63.5,62.5,47.5,58.5,-0.5,4.5,-0.5,0.536480687,0.165794066,0.291044776,N/A,0.047619048,N/A
50076,,9.936909871,30.45549738,N/A,1.216296618,1.358986563,1.65293076,120.5,214.5,170,72.5,54.5,68,68.5,138.5,71.5,5,1.5,-4,0.587982833,0.483420593,0.355721393,0.059171598,0.015873016,N/A
